,Material,sign_MA,log_MA,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,X_rad,Abar_rad,dA_rad,Abar-X_rad,dAXbar_rad,ddAX_rad,X_dipole,Abar_dipole,dA_dipole,Abar-X_dipole,dAXbar_dipole,ddAX_dipole,X_nvalence,Abar_nvalence,dA_nvalence,Abar-X_nvalence,dAXbar_nvalence,ddAX_nvalence,X_nup,Abar_nup,dA_nup,Abar-X_nup,dAXbar_nup,ddAX_nup,X_num_d,Abar_num_d,dA_num_d,Abar-X_num_d,dAXbar_num_d,ddAX_num_d,X_volume,Abar_volume,dA_volume,Abar-X_volume,dAXbar_volume,ddAX_volume,X_ion_energy,Abar_ion_energy,dA_ion_energy,Abar-X_ion_energy,dAXbar_ion_energy,ddAX_ion_energy,X_electron_affinity,Abar_electron_affinity,dA_electron_affinity,Abar-X_electron_affinity,dAXbar_electron_affinity,ddAX_electron_affinity,X_electronegativity,Abar_electronegativity,dA_electronegativity,Abar-X_electronegativity,dAXbar_electronegativity,ddAX_electronegativity,Abar_SOCC,dA_SOCC,AXsumbar_rad
109,1T-Mn1Os1Te4,1,-6.847855626,16523.031252935038,1100.6580824709674,7188.155979009468,6266.975904486901,6206.877075512732,6443.046320415499,136,124.0,10,12.0,12.0,10.0,38.0,62.5,11.0,24.5,24.5,11.0,6,7.5,1,1.5,1.5,1,2,3.5,1,1.5,1.5,1,20,13.5,21,6.5,10.5,13,20.5,7.91,1.04,12.59,12.59,1.04,9.00966,7.936124,1.004212,1.073536,1.073536,1.004212,1.970876,0.55,1.1,1.420876,1.420876,1.1,1.970876,0.55,1.1,1.420876,1.420876,1.1,3556.0,-6324.0,260.0
110,1T-Mn1Pd1S4,-1,-11.77884605,4909.372515810249,1154.2970590283994,426.1360189423661,357.7238362881624,353.9131970768972,376.27241554395414,103,119.5,1,16.5,16.5,1.0,19.4,47.07,41.86,27.67,27.67,41.86,6,9.5,5,3.5,3.5,5,2,3.5,1,1.5,1.5,1,0,9.5,13,9.5,9.5,13,15.5,8.145,1.51,7.355,7.355,1.51,10.36001,7.885439,0.902842,2.474571,2.474571,0.902842,2.07710403,0.281,0.562,1.79610403,1.79610403,0.562,2.07710403,0.281,0.562,1.79610403,1.79610403,0.562,971.0,-1154.0,222.5
111,1T-Mn1Pd1Se4,-1,-9.581983932,5017.490783348725,1079.7487912344045,2633.71139486629,2239.2645447728905,2214.7219001530107,2315.6877460036458,116,119.5,1,3.5,3.5,1.0,28.9,47.07,41.86,18.17,20.93,36.34,6,9.5,5,3.5,3.5,5,2,3.5,1,1.5,1.5,1,10,9.5,13,0.5,6.5,1,16.5,8.145,1.51,8.355,8.355,1.51,9.752392,7.885439,0.902842,1.866953,1.866953,0.902842,2.02067,0.281,0.562,1.73967,1.73967,0.562,2.02067,0.281,0.562,1.73967,1.73967,0.562,971.0,-1154.0,235.5
112,1T-Mn1Pd1Te4,-1,-7.346260241,1100.5152834480386,7593.176223034379,4638.054753641472,6312.617730592396,6206.877075755466,6443.046320416649,136,119.5,1,16.5,16.5,1.0,38.0,47.07,41.86,9.07,20.93,18.14,6,9.5,5,3.5,3.5,5,2,3.5,1,1.5,1.5,1,20,9.5,13,10.5,10.5,13,20.5,8.145,1.51,12.355,12.355,1.51,9.00966,7.885439,0.902842,1.124221,1.124221,0.902842,1.970876,0.281,0.562,1.689876,1.689876,0.562,1.970876,0.281,0.562,1.689876,1.689876,0.562,971.0,-1154.0,255.5
113,1T-Mn1Pt1S4,-1,-8.346459347,17389.803215969507,1155.676673083521,428.84270834525694,357.9440559037571,353.9131970783877,376.27241554395744,103,121.0,4,18.0,18.0,4.0,19.4,58.0,20.0,38.6,38.6,20.0,6,8.5,3,2.5,2.5,3,2,3.5,1,1.5,1.5,1,0,14.5,23,14.5,14.5,23,15.5,8.245,1.71,7.255,7.255,1.71,10.36001,8.196424,1.524812,2.163586,2.163586,1.524812,2.07710403,1.064,2.128,1.01310403,1.064,2.02620806,2.07710403,1.064,2.128,1.01310403,1.064,2.02620806,2052.5,-3317.0,224.0
114,1T-Mn1Pt1Se4,1,-8.098927034,17433.97417136778,1079.7603356313423,2694.995546122821,2246.2226842716195,2214.72190021596,2315.687746003813,116,121.0,4,5.0,5.0,4.0,28.9,58.0,20.0,29.1,29.1,20.0,6,8.5,3,2.5,2.5,3,2,3.5,1,1.5,1.5,1,10,14.5,23,4.5,11.5,9,16.5,8.245,1.71,8.255,8.255,1.71,9.752392,8.196424,1.524812,1.555968,1.555968,1.524812,2.02067,1.064,2.128,0.95667,1.064,1.91334,2.02067,1.064,2.128,0.95667,1.064,1.91334,2052.5,-3317.0,237.0
115,1T-Mn1Pt1Te4,-1,-7.87142592,17562.90555816375,1100.662480740096,7197.604737996097,6267.928437286321,6206.877075520997,6443.046320415522,136,121.0,4,15.0,15.0,4.0,38.0,58.0,20.0,20.0,20.0,20.0,6,8.5,3,2.5,2.5,3,2,3.5,1,1.5,1.5,1,20,14.5,23,5.5,11.5,11,20.5,8.245,1.71,12.255,12.255,1.71,9.00966,8.196424,1.524812,0.813236,0.813236,1.524812,1.970876,1.064,2.128,0.906876,1.064,1.813752,1.970876,1.064,2.128,0.906876,1.064,1.813752,2052.5,-3317.0,257.0
116,1T-Mn1Rh1S4,1,-9.067539573,4658.225928434918,1154.1916606239463,425.97958460280705,357.71093986110566,353.9131970768052,376.27241554395414,103,122.0,6,19.0,19.0,6.0,19.4,67.0,2.0,47.6,47.6,2.0,6,8.0,2,2.0,2.0,2,2,4.0,2,2.0,2.0,2,0,9.0,12,9.0,9.0,12,15.5,7.845,0.91,7.655,7.655,0.91,10.36001,7.446459,0.024882,2.913551,2.913551,0.024882,2.07710403,0.5685,1.137,1.50860403,1.50860403,1.137,2.07710403,0.5685,1.137,1.50860403,1.50860403,1.137,379.25,29.5,225.0
117,1T-Mn1Rh1Se4,1,-7.936235345,4774.734529197873,1079.7479103965475,2625.945852745652,2238.3659053464016,2214.721900142378,2315.6877460036253,116,122.0,6,6.0,6.0,6.0,28.9,67.0,2.0,38.1,38.1,2.0,6,8.0,2,2.0,2.0,2,2,4.0,2,2.0,2.0,2,10,9.0,12,1.0,6.0,2,16.5,7.845,0.91,8.655,8.655,0.91,9.752392,7.446459,0.024882,2.305933,2.305933,0.024882,2.02067,0.5685,1.137,1.45217,1.45217,1.137,2.02067,0.5685,1.137,1.45217,1.45217,1.137,379.25,29.5,238.0
118,1T-Mn1Rh1Te4,-1,-8.933693969,1100.5040476544582,7566.340963512456,4417.342765139027,6308.754897877359,6206.877075742083,6443.046320416535,136,122.0,6,14.0,14.0,6.0,38.0,67.0,2.0,29.0,29.0,2.0,6,8.0,2,2.0,2.0,2,2,4.0,2,2.0,2.0,2,20,9.0,12,11.0,11.0,12,20.5,7.845,0.91,12.655,12.655,0.91,9.00966,7.446459,0.024882,1.563201,1.563201,0.024882,1.970876,0.5685,1.137,1.402376,1.402376,1.137,1.970876,0.5685,1.137,1.402376,1.402376,1.137,379.25,29.5,258.0
119,1T-Mn1Ru1S4,1,-9.76764633,4414.801707592407,1154.0757875717293,425.8138065275833,357.6972555764387,353.91319707670635,376.27241554395385,103,122.0,6,19.0,19.0,6.0,19.4,70.0,4.0,50.6,50.6,4.0,6,7.5,1,1.5,1.5,1,2,3.5,1,1.5,1.5,1,0,8.5,11,8.5,8.5,11,15.5,7.845,0.91,7.655,7.655,0.91,10.36001,7.397259,0.073518,2.962751,2.962751,0.073518,2.07710403,0.525,1.05,1.55210403,1.55210403,1.05,2.07710403,0.525,1.05,1.55210403,1.55210403,1.05,945.0,-1102.0,225.0
120,1T-Mn1Ru1Te4,1,-7.282419638,1100.491694977145,7543.773443353986,4199.29367905315,6305.664300555662,6206.87707573081,6443.046320416448,136,122.0,6,14.0,14.0,6.0,38.0,70.0,4.0,32.0,32.0,4.0,6,7.5,1,1.5,1.5,1,2,3.5,1,1.5,1.5,1,20,8.5,11,11.5,11.5,11,20.5,7.845,0.91,12.655,12.655,0.91,9.00966,7.397259,0.073518,1.612401,1.612401,0.073518,1.970876,0.525,1.05,1.445876,1.445876,1.05,1.970876,0.525,1.05,1.445876,1.445876,1.05,945.0,-1102.0,258.0
121,1T-Mn1Sc1S4,-1,-9.722917529,1166.5525789301905,770.0425205319934,407.1088955414267,355.9126461768952,353.91319705302743,376.272415543925,103,133.5,29,30.5,30.5,29.0,19.4,82.5,29.0,63.1,63.1,29.0,6,5.0,4,1.0,2.0,2,2,2.0,2,0.0,1.0,0,0,1.5,3,1.5,1.5,3,15.5,11.195,7.61,4.305,4.305,7.61,10.36001,6.997754,0.872528,3.362256,3.362256,0.872528,2.07710403,0.094,0.188,1.98310403,1.98310403,0.188,2.07710403,0.094,0.188,1.98310403,1.98310403,0.188,235.0,318.0,236.5
122,1T-Mn1Sc1Se4,-1,-9.67348756,1079.8525019997678,714.7888912476096,2772.226090391449,2255.43524155481,2214.721900268708,2315.6877460040614,116,133.5,29,17.5,17.5,29.0,28.9,82.5,29.0,53.6,53.6,29.0,6,5.0,4,1.0,2.0,2,2,2.0,2,0.0,1.0,0,10,1.5,3,8.5,8.5,3,16.5,11.195,7.61,5.305,5.305,7.61,9.752392,6.997754,0.872528,2.754638,2.754638,0.872528,2.02067,0.094,0.188,1.92667,1.92667,0.188,2.02067,0.094,0.188,1.92667,1.92667,0.188,235.0,318.0,249.5
123,1T-Mn1Sc1Te4,-1,-8.589253262,1101.8395529043987,723.2866414977832,7384.559310642198,6286.765696868395,6206.877075647105,6443.0463204159605,136,133.5,29,2.5,14.5,5.0,38.0,82.5,29.0,44.5,44.5,29.0,6,5.0,4,1.0,2.0,2,2,2.0,2,0.0,1.0,0,20,1.5,3,18.5,18.5,3,20.5,11.195,7.61,9.305,9.305,7.61,9.00966,6.997754,0.872528,2.011906,2.011906,0.872528,1.970876,0.094,0.188,1.876876,1.876876,0.188,1.970876,0.094,0.188,1.876876,1.876876,0.188,235.0,318.0,269.5
124,1T-Mn1Ta1S4,1,-9.66486443,14835.60711063039,1155.5686586092056,428.5768748674814,357.9227249134392,353.9131970782497,376.2724155439569,103,132.5,27,29.5,29.5,27.0,19.4,71.0,6.0,51.6,51.6,6.0,6,6.0,2,0.0,1.0,0,2,2.0,2,0.0,1.0,0,0,12.0,18,12.0,12.0,18,15.5,9.145,3.51,6.355,6.355,3.51,10.36001,7.491794,0.115552,2.868216,2.868216,0.115552,2.07710403,0.161,0.322,1.91610403,1.91610403,0.322,2.07710403,0.161,0.322,1.91610403,1.91610403,0.322,1450.5,-2113.0,235.5
125,1T-Mn1Ta1Se4,-1,-8.026682526,14882.711484118874,1079.75943035338,2692.011047660549,2245.879490981596,2214.7219002134652,2315.687746003804,116,132.5,27,16.5,16.5,27.0,28.9,71.0,6.0,42.1,42.1,6.0,6,6.0,2,0.0,1.0,0,2,2.0,2,0.0,1.0,0,10,12.0,18,2.0,9.0,4,16.5,9.145,3.51,7.355,7.355,3.51,9.752392,7.491794,0.115552,2.260598,2.260598,0.115552,2.02067,0.161,0.322,1.85967,1.85967,0.322,2.02067,0.161,0.322,1.85967,1.85967,0.322,1450.5,-2113.0,248.5
126,1T-Mn1Ta1Te4,-1,-6.680994279,15038.139914958112,1100.6509425574545,7170.527770035019,6265.191302378465,6206.877075496586,6443.046320415462,136,132.5,27,3.5,13.5,7.0,38.0,71.0,6.0,33.0,33.0,6.0,6,6.0,2,0.0,1.0,0,2,2.0,2,0.0,1.0,0,20,12.0,18,8.0,9.0,16,20.5,9.145,3.51,11.355,11.355,3.51,9.00966,7.491794,0.115552,1.517866,1.517866,0.115552,1.970876,0.161,0.322,1.809876,1.809876,0.322,1.970876,0.161,0.322,1.809876,1.809876,0.322,1450.5,-2113.0,268.5
127,1T-Mn1Tc1S4,-1,-11.05360368,4179.0337671030065,1153.947699218329,425.6376728652673,357.68269667195074,353.91319707660085,376.2724155439536,103,123.5,9,20.5,20.5,9.0,19.4,73.5,11.0,54.1,54.1,11.0,6,7.0,0,1.0,1.0,0,2,3.0,0,1.0,1.0,0,0,8.0,10,8.0,8.0,10,15.5,7.945,1.11,7.555,7.555,1.11,10.36001,7.2766995,0.314637,3.0833105,3.0833105,0.314637,2.07710403,0.275,0.55,1.80210403,1.80210403,0.55,2.07710403,0.275,0.55,1.80210403,1.80210403,0.55,744.5,-701.0,226.5
128,1T-Mn1Tc1Se4,-1,-8.4873917,4317.983385291018,1079.7458715302496,2605.336710943208,2235.921952290864,2214.7219001091526,2315.6877460035703,116,123.5,9,7.5,7.5,9.0,28.9,73.5,11.0,44.6,44.6,11.0,6,7.0,0,1.0,1.0,0,2,3.0,0,1.0,1.0,0,10,8.0,10,2.0,5.0,4,16.5,7.945,1.11,8.555,8.555,1.11,9.752392,7.2766995,0.314637,2.4756925,2.4756925,0.314637,2.02067,0.275,0.55,1.74567,1.74567,0.55,2.02067,0.275,0.55,1.74567,1.74567,0.55,744.5,-701.0,239.5
129,1T-Mn1Tc1Te4,-1,-8.18571555,1100.4780392844282,3984.9286872192283,7524.59086202571,6303.138808010559,6206.877075721179,6443.04632041638,136,123.5,9,12.5,12.5,9.0,38.0,73.5,11.0,35.5,35.5,11.0,6,7.0,0,1.0,1.0,0,2,3.0,0,1.0,1.0,0,20,8.0,10,12.0,12.0,10,20.5,7.945,1.11,12.555,12.555,1.11,9.00966,7.2766995,0.314637,1.7329605,1.7329605,0.314637,1.970876,0.275,0.55,1.695876,1.695876,0.55,1.970876,0.275,0.55,1.695876,1.695876,0.55,744.5,-701.0,259.5
130,1T-Mn1Ti1S4,1,-10.11668077,1169.7445636669931,850.9501876249501,410.64313678547273,356.3059782816906,353.91319706118105,376.272415543932,103,127.5,17,24.5,24.5,17.0,19.4,84.0,32.0,64.6,64.6,32.0,6,5.5,3,0.5,1.5,1,2,1.5,3,0.5,1.5,1,0,1.5,3,1.5,1.5,3,15.5,8.995,3.21,6.505,6.505,3.21,10.36001,7.131069,0.605898,3.228941,3.228941,0.605898,2.07710403,0.0395,0.079,2.03760403,2.03760403,0.079,2.07710403,0.0395,0.079,2.03760403,2.03760403,0.079,265.0,258.0,230.5
131,1T-Mn1Ti1Se4,1,-8.400343925,1079.881668695948,798.3342967207548,2776.148608378436,2255.965376582825,2214.721900271126,2315.687746004078,116,127.5,17,11.5,11.5,17.0,28.9,84.0,32.0,55.1,55.1,32.0,6,5.5,3,0.5,1.5,1,2,1.5,3,0.5,1.5,1,10,1.5,3,8.5,8.5,3,16.5,8.995,3.21,7.505,7.505,3.21,9.752392,7.131069,0.605898,2.621323,2.621323,0.605898,2.02067,0.0395,0.079,1.98117,1.98117,0.079,2.02067,0.0395,0.079,1.98117,1.98117,0.079,265.0,258.0,243.5
132,1T-Mn1Ti1Te4,1,-10.44821473,1102.2094558616154,808.581771524688,7386.690965100016,6286.996234611985,6206.877075648324,6443.046320415968,136,127.5,17,8.5,8.5,17.0,38.0,84.0,32.0,46.0,46.0,32.0,6,5.5,3,0.5,1.5,1,2,1.5,3,0.5,1.5,1,20,1.5,3,18.5,18.5,3,20.5,8.995,3.21,11.505,11.505,3.21,9.00966,7.131069,0.605898,1.878591,1.878591,0.605898,1.970876,0.0395,0.079,1.931376,1.931376,0.079,1.970876,0.0395,0.079,1.931376,1.931376,0.079,265.0,258.0,263.5
133,1T-Mn1V1S4,1,-9.09835187,1175.5877059095017,936.0386159235901,413.2548794026992,356.5743180767549,353.9131970653887,376.27241554393646,103,126.5,15,23.5,23.5,15.0,19.4,77.5,19.0,58.1,58.1,19.0,6,6.0,2,0.0,1.0,0,2,2.0,2,0.0,1.0,0,0,2.0,2,2.0,2.0,2,15.5,7.87,0.96,7.63,7.63,0.96,10.36001,7.0901025,0.687831,3.2699075,3.2699075,0.687831,2.07710403,0.2625,0.525,1.81460403,1.81460403,0.525,2.07710403,0.2625,0.525,1.81460403,1.81460403,0.525,306.0,176.0,229.5
134,1T-Mn1V1Se4,-1,-10.44339876,1079.939930395045,886.9514957401914,2780.665610528352,2256.584566669242,2214.7219002738857,2315.687746004096,116,126.5,15,10.5,10.5,15.0,28.9,77.5,19.0,48.6,48.6,19.0,6,6.0,2,0.0,1.0,0,2,2.0,2,0.0,1.0,0,10,2.0,2,8.0,8.0,2,16.5,7.87,0.96,8.63,8.63,0.96,9.752392,7.0901025,0.687831,2.6622895,2.6622895,0.687831,2.02067,0.2625,0.525,1.75817,1.75817,0.525,2.02067,0.2625,0.525,1.75817,1.75817,0.525,306.0,176.0,242.5
135,1T-Mn1V1Te4,1,-7.784789241,1102.941536309459,899.1142727482356,7388.989151353846,6287.245119643109,6206.877075649631,6443.046320415974,136,126.5,15,9.5,9.5,15.0,38.0,77.5,19.0,39.5,39.5,19.0,6,6.0,2,0.0,1.0,0,2,2.0,2,0.0,1.0,0,20,2.0,2,18.0,18.0,2,20.5,7.87,0.96,12.63,12.63,0.96,9.00966,7.0901025,0.687831,1.9195575,1.9195575,0.687831,1.970876,0.2625,0.525,1.708376,1.708376,0.525,1.970876,0.2625,0.525,1.708376,1.708376,0.525,306.0,176.0,262.5
136,1T-Mn1W1S4,1,-9.198905994,15327.546842614975,1155.591669370488,428.63264139551484,357.92720644917847,353.9131970782789,376.27241554395755,103,128.0,18,25.0,25.0,18.0,19.4,68.0,0.0,48.6,48.6,0.0,6,6.5,1,0.5,0.5,1,2,2.5,1,0.5,0.5,1,0,12.5,19,12.5,12.5,19,15.5,8.46,2.14,7.04,7.04,2.14,10.36001,7.649024,0.430012,2.710986,2.710986,0.430012,2.07710403,0.40813,0.81626,1.66897403,1.66897403,0.81626,2.07710403,0.40813,0.81626,1.66897403,1.66897403,0.81626,1801.5,-2815.0,231.0
137,1T-Mn1W1Se4,-1,-9.627220383,15374.006511543163,1079.7596231954928,2692.663878683271,2245.9544305016007,2214.7219002140127,2315.6877460038054,116,128.0,18,12.0,12.0,18.0,28.9,68.0,0.0,39.1,39.1,0.0,6,6.5,1,0.5,0.5,1,2,2.5,1,0.5,0.5,1,10,12.5,19,2.5,9.5,5,16.5,8.46,2.14,8.04,8.04,2.14,9.752392,7.649024,0.430012,2.103368,2.103368,0.430012,2.02067,0.40813,0.81626,1.61254,1.61254,0.81626,2.02067,0.40813,0.81626,1.61254,1.61254,0.81626,1801.5,-2815.0,244.0
138,1T-Mn1W1Te4,-1,-7.232938477,15523.087271419305,1100.6534004419057,7176.949512639153,6265.842736232356,6206.87707550258,6443.046320415474,136,128.0,18,8.0,9.0,16.0,38.0,68.0,0.0,30.0,30.0,0.0,6,6.5,1,0.5,0.5,1,2,2.5,1,0.5,0.5,1,20,12.5,19,7.5,9.5,15,20.5,8.46,2.14,12.04,12.04,2.14,9.00966,7.649024,0.430012,1.360636,1.360636,0.430012,1.970876,0.40813,0.81626,1.562746,1.562746,0.81626,1.970876,0.40813,0.81626,1.562746,1.562746,0.81626,1801.5,-2815.0,264.0
139,1T-Mn1Y1S4,-1,-10.30501044,3311.193292693729,1153.2610403603705,424.8031333452156,357.6134326256863,353.91319707608784,376.27241554395266,103,141.0,44,38.0,38.0,44.0,19.4,115.0,94.0,95.6,95.6,94.0,6,5.0,4,1.0,2.0,2,2,2.0,2,0.0,1.0,0,0,6.5,7,6.5,6.5,7,15.5,13.595,12.41,1.905,6.205,3.81,10.36001,6.825639,1.216758,3.534371,3.534371,1.216758,2.07710403,0.1535,0.307,1.92360403,1.92360403,0.307,2.07710403,0.1535,0.307,1.92360403,1.92360403,0.307,349.0,90.0,244.0
140,1T-Mn1Y1Se4,-1,-9.506525157,1079.7401300117608,3542.2870367750306,2523.0911087580735,2224.4387080466418,2214.7218997391674,2315.687746003319,116,141.0,44,25.0,25.0,44.0,28.9,115.0,94.0,86.1,86.1,94.0,6,5.0,4,1.0,2.0,2,2,2.0,2,0.0,1.0,0,10,6.5,7,3.5,3.5,7,16.5,13.595,12.41,2.905,6.205,5.81,9.752392,6.825639,1.216758,2.926753,2.926753,1.216758,2.02067,0.1535,0.307,1.86717,1.86717,0.307,2.02067,0.1535,0.307,1.86717,1.86717,0.307,349.0,90.0,257.0
141,1T-Mn1Zn1S4,1,-10.90153079,1781.8553063085226,1147.9091027798925,421.41255775037195,357.32633755884615,353.9131970737543,376.2724155439485,103,118.5,1,15.5,15.5,1.0,19.4,53.335,29.33,33.935,33.935,29.33,6,9.5,5,3.5,3.5,5,2,2.5,1,0.5,0.5,1,0,5.5,5,5.5,5.5,5,15.5,8.295,1.81,7.205,7.205,1.81,10.36001,8.4141085,1.960181,1.9459015,1.9459015,1.960181,2.07710403,0.0,0.0,2.07710403,2.07710403,0.0,2.07710403,0.0,0.0,2.07710403,2.07710403,0.0,770.0,-752.0,221.5
142,1T-Mn1Zn1Se4,1,-7.070238915,1079.6946791123557,2848.284465444063,1635.7673209835896,2267.442922846104,2214.7219003136947,2315.6877460044707,116,118.5,1,2.5,2.5,1.0,28.9,53.335,29.33,24.435,24.435,29.33,6,9.5,5,3.5,3.5,5,2,2.5,1,0.5,0.5,1,10,5.5,5,4.5,4.5,5,16.5,8.295,1.81,8.205,8.205,1.81,9.752392,8.4141085,1.960181,1.3382835,1.3382835,1.960181,2.02067,0.0,0.0,2.02067,2.02067,0.0,2.02067,0.0,0.0,2.02067,2.02067,0.0,770.0,-752.0,234.5
143,1T-Mn1Zr1S4,1,-10.60890976,3517.002066277646,1153.4657964297153,425.03446952928726,357.6326803647083,353.91319707623245,376.27241554395295,103,136.5,35,33.5,33.5,35.0,19.4,90.0,44.0,70.6,70.6,44.0,6,5.5,3,0.5,1.5,1,2,1.5,3,0.5,1.5,1,0,6.5,7,6.5,6.5,7,15.5,10.745,6.71,4.755,4.755,6.71,10.36001,7.033959,0.800118,3.326051,3.326051,0.800118,2.07710403,0.213,0.426,1.86410403,1.86410403,0.426,2.07710403,0.213,0.426,1.86410403,1.86410403,0.426,437.5,-87.0,239.5
144,1T-Mn1Zr1Se4,-1,-8.211143344,1079.7418427975563,3715.5594927804786,2551.65305873487,2228.8667026424455,2214.7218999517145,2315.6877460034134,116,136.5,35,20.5,20.5,35.0,28.9,90.0,44.0,61.1,61.1,44.0,6,5.5,3,0.5,1.5,1,2,1.5,3,0.5,1.5,1,10,6.5,7,3.5,3.5,7,16.5,10.745,6.71,5.755,5.755,6.71,9.752392,7.033959,0.800118,2.718433,2.718433,0.800118,2.02067,0.213,0.426,1.80767,1.80767,0.426,2.02067,0.213,0.426,1.80767,1.80767,0.426,437.5,-87.0,252.5
145,1T-Mn1Zr1Te4,-1,-7.438197047,1100.4266464982957,3370.380116392072,7481.412583080528,6297.750227333543,6206.87707569924,6443.046320416237,136,136.5,35,0.5,17.5,1.0,38.0,90.0,44.0,52.0,52.0,44.0,6,5.5,3,0.5,1.5,1,2,1.5,3,0.5,1.5,1,20,6.5,7,13.5,13.5,7,20.5,10.745,6.71,9.755,9.755,6.71,9.00966,7.033959,0.800118,1.975701,1.975701,0.800118,1.970876,0.213,0.426,1.757876,1.757876,0.426,1.970876,0.213,0.426,1.757876,1.757876,0.426,437.5,-87.0,272.5
